lead_id,created_date,region,channel,campaign_id,lead_status,mql_date,sql_date,converted_account_id
LEAD-104072,2024-11-12,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104073,2024-09-03,EMEA,LinkedIn,CMP-1015,SQL,2024-09-07,2024-09-16,ACC-0161
LEAD-104074,2024-04-30,APAC,Partners,CMP-1005,SQL,2024-05-06,2024-05-14,ACC-0067
LEAD-104075,2024-12-06,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-104076,2024-09-01,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-104077,2025-02-23,NA,Display,CMP-1004,Lead,,,
LEAD-104078,2025-11-15,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104079,2025-08-24,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-104080,2024-08-02,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-104081,2024-02-04,EMEA,Partners,CMP-1012,SQL,2024-02-08,2024-02-17,ACC-0158
LEAD-104082,2024-09-15,APAC,Paid Search,CMP-1013,MQL,2024-09-29,,
LEAD-104083,2024-11-27,EMEA,LinkedIn,CMP-1015,SQL,2024-12-12,2024-12-27,
LEAD-104084,2025-08-03,APAC,Webinar,CMP-1028,Lead,,,
LEAD-104085,2024-01-08,APAC,Webinar,CMP-1028,Lead,,,
LEAD-104086,2024-09-13,NA,Paid Search,CMP-1014,MQL,2024-09-25,,ACC-0180
LEAD-104087,2024-05-23,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-104088,2025-05-22,NA,Display,CMP-1009,Lead,,,
LEAD-104089,2024-07-03,NA,Paid Search,CMP-1014,SQL,2024-07-16,2024-08-03,
LEAD-104090,2025-01-16,EMEA,Webinar,CMP-1011,MQL,2025-02-03,,ACC-0109
LEAD-104091,2024-05-31,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-104092,2025-06-01,NA,Display,CMP-1009,Lead,,,
LEAD-104093,2025-06-25,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104094,2025-09-18,NA,Webinar,CMP-1007,Lead,,,
LEAD-104095,2024-02-10,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-104096,2025-08-28,NA,LinkedIn,CMP-1018,MQL,2025-09-13,,ACC-0102
LEAD-104097,2024-12-06,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-104098,2025-10-04,APAC,Paid Search,CMP-1026,MQL,2025-10-19,,
LEAD-104099,2025-09-15,EMEA,Partners,CMP-1019,SQL,2025-10-05,2025-10-09,ACC-0092
LEAD-104100,2024-11-03,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-104101,2024-02-09,NA,Partners,CMP-1027,MQL,2024-02-19,,ACC-0099
LEAD-104102,2024-01-05,NA,LinkedIn,CMP-1017,SQL,2024-01-21,2024-01-30,ACC-0183
LEAD-104103,2025-03-16,NA,Webinar,CMP-1002,Lead,,,
LEAD-104104,2024-10-07,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104105,2025-07-13,NA,Paid Search,CMP-1014,MQL,2025-07-24,,
LEAD-104106,2025-11-10,NA,Webinar,CMP-1002,Lead,,,
LEAD-104107,2025-08-17,NA,Webinar,CMP-1007,Lead,,,
LEAD-104108,2025-07-19,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-104109,2024-08-28,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104110,2025-07-28,NA,LinkedIn,CMP-1024,MQL,2025-08-05,,ACC-0209
LEAD-104111,2025-03-15,NA,Webinar,CMP-1003,Lead,,,
LEAD-104112,2024-09-08,EMEA,Paid Search,CMP-1016,SQL,2024-09-18,2024-09-28,
LEAD-104113,2025-11-18,NA,Display,CMP-1009,Lead,,,
LEAD-104114,2025-03-12,NA,Webinar,CMP-1007,Lead,,,
LEAD-104115,2025-01-05,NA,Display,CMP-1004,Lead,,,
LEAD-104116,2024-10-22,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-104117,2025-12-09,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104118,2024-03-19,APAC,Partners,CMP-1005,Lead,,,
LEAD-104119,2024-01-04,EMEA,LinkedIn,CMP-1008,MQL,2024-01-14,,
LEAD-104120,2024-04-26,APAC,Webinar,CMP-1025,Lead,,,
LEAD-104121,2024-05-04,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104122,2025-07-01,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-104123,2025-05-07,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104124,2024-03-26,EMEA,Partners,CMP-1012,Lead,,,
LEAD-104125,2024-12-27,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-104126,2024-07-12,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104127,2024-01-19,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104128,2024-03-29,NA,Webinar,CMP-1003,SQL,2024-04-16,2024-05-12,ACC-0036
LEAD-104129,2025-10-08,EMEA,Partners,CMP-1012,MQL,2025-10-23,,ACC-0046
LEAD-104130,2025-06-08,APAC,Webinar,CMP-1025,Lead,,,
LEAD-104131,2024-08-05,APAC,LinkedIn,CMP-1006,MQL,2024-08-25,,
LEAD-104132,2024-03-09,NA,LinkedIn,CMP-1024,MQL,2024-03-26,,ACC-0112
LEAD-104133,2025-04-13,APAC,Paid Search,CMP-1013,SQL,2025-04-16,2025-04-25,ACC-0126
LEAD-104134,2024-01-04,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104135,2025-11-11,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104136,2024-12-12,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104137,2024-01-08,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-104138,2024-03-28,APAC,Partners,CMP-1005,Lead,,,
LEAD-104139,2025-08-31,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104140,2024-04-29,EMEA,Partners,CMP-1019,MQL,2024-05-18,,
LEAD-104141,2024-12-14,NA,Display,CMP-1004,Lead,,,
LEAD-104142,2024-02-03,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-104143,2024-11-20,EMEA,LinkedIn,CMP-1008,MQL,2024-12-01,,ACC-0223
LEAD-104144,2024-04-19,NA,Webinar,CMP-1002,Lead,,,
LEAD-104145,2025-11-11,APAC,Partners,CMP-1005,Lead,,,
LEAD-104146,2025-01-23,APAC,Partners,CMP-1005,Lead,,,
LEAD-104147,2025-02-25,NA,Webinar,CMP-1003,Lead,,,
LEAD-104148,2025-01-07,NA,Webinar,CMP-1003,Lead,,,
LEAD-104149,2024-11-03,NA,Paid Search,CMP-1014,MQL,2024-11-15,,ACC-0021
LEAD-104150,2024-04-05,APAC,Webinar,CMP-1028,MQL,2024-04-26,,
LEAD-104151,2025-01-06,NA,Display,CMP-1004,SQL,2025-01-18,2025-02-05,
LEAD-104152,2024-07-06,EMEA,Partners,CMP-1019,MQL,2024-07-15,,ACC-0201
LEAD-104153,2024-11-14,NA,Partners,CMP-1027,Lead,,,
LEAD-104154,2025-07-08,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104155,2025-12-30,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104156,2025-12-08,NA,LinkedIn,CMP-1018,MQL,2025-12-19,,ACC-0042
LEAD-104157,2025-02-17,APAC,Webinar,CMP-1025,Lead,,,
LEAD-104158,2024-11-15,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104159,2024-04-05,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104160,2024-02-23,APAC,Partners,CMP-1005,MQL,2024-03-14,,ACC-0149
LEAD-104161,2025-05-03,NA,Webinar,CMP-1002,Lead,,,
LEAD-104162,2025-01-04,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-104163,2024-09-27,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-104164,2025-07-28,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-104165,2024-03-24,EMEA,Webinar,CMP-1011,MQL,2024-04-13,,
LEAD-104166,2024-04-16,EMEA,Partners,CMP-1021,Lead,,,
LEAD-104167,2025-04-26,NA,Webinar,CMP-1007,Lead,,,
LEAD-104168,2024-05-09,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-104169,2025-11-29,NA,LinkedIn,CMP-1017,SQL,2025-12-17,2025-12-26,ACC-0020
LEAD-104170,2024-07-11,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-104171,2024-03-01,NA,Paid Search,CMP-1014,MQL,2024-03-09,,
LEAD-104172,2024-10-26,EMEA,Partners,CMP-1012,MQL,2024-11-10,,
LEAD-104173,2024-10-21,NA,Display,CMP-1009,MQL,2024-10-26,,
LEAD-104174,2024-09-18,EMEA,Partners,CMP-1021,Lead,,,
LEAD-104175,2024-01-02,NA,Display,CMP-1004,Lead,,,
LEAD-104176,2024-07-14,NA,LinkedIn,CMP-1024,SQL,2024-07-21,2024-07-31,
LEAD-104177,2024-09-11,APAC,Partners,CMP-1005,Lead,,,
LEAD-104178,2024-08-24,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-104179,2024-03-14,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104180,2024-08-11,NA,Display,CMP-1009,Lead,,,
LEAD-104181,2025-08-11,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-104182,2024-04-23,NA,Partners,CMP-1027,Lead,,,
LEAD-104183,2025-02-27,NA,Display,CMP-1004,Lead,,,
LEAD-104184,2025-04-02,APAC,Partners,CMP-1005,MQL,2025-04-07,,
LEAD-104185,2024-11-28,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104186,2025-06-15,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104187,2025-11-10,NA,Webinar,CMP-1007,Lead,,,
LEAD-104188,2024-05-29,NA,Webinar,CMP-1007,Lead,,,
LEAD-104189,2024-07-11,APAC,Webinar,CMP-1028,Lead,,,
LEAD-104190,2025-11-09,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-104191,2024-10-07,NA,Paid Search,CMP-1014,SQL,2024-10-23,2024-10-27,ACC-0159
LEAD-104192,2024-03-02,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-104193,2024-10-23,NA,Webinar,CMP-1007,Lead,,,
LEAD-104194,2024-10-21,APAC,Partners,CMP-1005,Lead,,,
LEAD-104195,2024-06-30,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104196,2025-04-29,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-104197,2024-03-07,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104198,2024-11-06,EMEA,Partners,CMP-1021,SQL,2024-11-16,2024-12-16,
LEAD-104199,2024-10-03,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-104200,2025-03-24,APAC,Paid Search,CMP-1029,MQL,2025-04-10,,ACC-0025
LEAD-104201,2025-07-18,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104202,2024-05-28,NA,Display,CMP-1004,Lead,,,
LEAD-104203,2025-01-14,NA,LinkedIn,CMP-1017,SQL,2025-02-01,2025-02-12,
LEAD-104204,2024-01-21,NA,Webinar,CMP-1003,Lead,,,
LEAD-104205,2024-04-19,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-104206,2024-09-15,APAC,Paid Search,CMP-1026,MQL,2024-10-04,,
LEAD-104207,2025-08-11,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-104208,2024-07-06,EMEA,Partners,CMP-1021,Lead,,,
LEAD-104209,2025-06-25,APAC,LinkedIn,CMP-1001,SQL,2025-07-14,2025-07-31,ACC-0195
LEAD-104210,2024-01-02,EMEA,Paid Search,CMP-1016,SQL,2024-01-13,2024-02-08,ACC-0061
LEAD-104211,2024-10-05,EMEA,Partners,CMP-1019,SQL,2024-10-26,2024-11-06,ACC-0019
LEAD-104212,2025-04-28,EMEA,Webinar,CMP-1020,SQL,2025-05-01,2025-05-29,ACC-0067
LEAD-104213,2024-09-03,NA,LinkedIn,CMP-1018,SQL,2024-09-22,2024-09-14,
LEAD-104214,2024-04-15,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104215,2024-08-24,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104216,2024-07-28,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-104217,2024-03-15,NA,Display,CMP-1004,Lead,,,
LEAD-104218,2025-07-15,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-104219,2024-08-14,NA,LinkedIn,CMP-1024,SQL,2024-08-17,2024-09-09,ACC-0217
LEAD-104220,2025-08-24,NA,Paid Search,CMP-1014,SQL,2025-09-13,2025-10-01,
LEAD-104221,2024-04-05,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-104222,2025-09-18,NA,Display,CMP-1004,SQL,2025-10-09,2025-11-01,
LEAD-104223,2024-09-03,NA,Webinar,CMP-1002,Lead,,,
LEAD-104224,2024-10-10,NA,LinkedIn,CMP-1018,MQL,2024-10-12,,
LEAD-104225,2025-05-16,NA,Partners,CMP-1027,Lead,,,
LEAD-104226,2025-02-25,APAC,Paid Search,CMP-1029,SQL,2025-03-17,2025-03-21,
LEAD-104227,2024-10-11,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-104228,2024-12-23,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104229,2025-04-08,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104230,2024-01-28,NA,LinkedIn,CMP-1024,MQL,2024-01-30,,
LEAD-104231,2024-07-16,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-104232,2024-08-27,NA,LinkedIn,CMP-1024,SQL,2024-09-04,2024-09-18,ACC-0234
LEAD-104233,2025-04-16,NA,Webinar,CMP-1002,Lead,,,
LEAD-104234,2024-08-19,EMEA,Webinar,CMP-1020,SQL,2024-08-27,2024-09-21,
LEAD-104235,2024-11-02,NA,Partners,CMP-1027,Lead,,,
LEAD-104236,2024-06-06,EMEA,Webinar,CMP-1023,MQL,2024-06-23,,ACC-0168
LEAD-104237,2024-06-24,EMEA,Partners,CMP-1012,SQL,2024-07-09,2024-07-10,ACC-0021
LEAD-104238,2024-06-10,NA,Webinar,CMP-1007,SQL,2024-06-25,2024-07-04,
LEAD-104239,2024-06-19,NA,Display,CMP-1009,Lead,,,
LEAD-104240,2025-12-31,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104241,2025-06-27,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-104242,2025-08-22,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-104243,2024-06-10,NA,Partners,CMP-1027,Lead,,,
LEAD-104244,2025-06-29,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104245,2025-04-04,NA,Paid Search,CMP-1014,MQL,2025-04-20,,ACC-0161
LEAD-104246,2024-09-23,EMEA,Webinar,CMP-1020,MQL,2024-09-25,,ACC-0060
LEAD-104247,2024-10-29,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-104248,2025-04-21,APAC,LinkedIn,CMP-1030,MQL,2025-04-27,,
LEAD-104249,2024-08-23,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-104250,2024-04-25,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104251,2025-10-27,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104252,2024-05-18,NA,Webinar,CMP-1002,Lead,,,
LEAD-104253,2025-07-05,APAC,Paid Search,CMP-1029,SQL,2025-07-08,2025-08-16,
LEAD-104254,2025-07-10,APAC,Paid Search,CMP-1029,MQL,2025-07-14,,ACC-0182
LEAD-104255,2025-07-04,NA,Webinar,CMP-1003,Lead,,,
LEAD-104256,2024-12-06,NA,LinkedIn,CMP-1018,SQL,2024-12-21,2025-01-16,
LEAD-104257,2024-07-29,APAC,Partners,CMP-1005,Lead,,,
LEAD-104258,2024-08-13,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-104259,2025-06-14,APAC,Partners,CMP-1005,Lead,,,
LEAD-104260,2024-03-14,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104261,2025-07-13,NA,Webinar,CMP-1003,Lead,,,
LEAD-104262,2024-11-25,EMEA,LinkedIn,CMP-1015,SQL,2024-12-07,2024-12-06,ACC-0222
LEAD-104263,2024-01-12,APAC,Webinar,CMP-1025,MQL,2024-01-14,,
LEAD-104264,2024-02-01,NA,Webinar,CMP-1003,Lead,,,
LEAD-104265,2025-10-14,EMEA,Partners,CMP-1019,MQL,2025-10-31,,
LEAD-104266,2024-04-10,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-104267,2025-07-05,EMEA,Partners,CMP-1021,Lead,,,
LEAD-104268,2025-10-07,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-104269,2024-01-27,NA,LinkedIn,CMP-1024,SQL,2024-02-10,2024-02-13,
LEAD-104270,2025-05-31,EMEA,Partners,CMP-1021,Lead,,,
LEAD-104271,2024-10-26,NA,Display,CMP-1009,MQL,2024-11-01,,
LEAD-104272,2025-08-13,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104273,2025-05-17,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104274,2024-03-19,APAC,Partners,CMP-1005,MQL,2024-04-06,,
LEAD-104275,2024-02-13,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-104276,2024-02-11,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104277,2024-01-27,NA,Webinar,CMP-1002,Lead,,,
LEAD-104278,2024-01-03,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104279,2024-09-08,APAC,Paid Search,CMP-1013,SQL,2024-09-21,2024-10-21,ACC-0043
LEAD-104280,2024-06-02,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-104281,2024-05-05,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-104282,2024-10-02,NA,LinkedIn,CMP-1017,SQL,2024-10-05,2024-11-04,ACC-0161
LEAD-104283,2024-06-23,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-104284,2024-02-12,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104285,2025-10-02,EMEA,Paid Search,CMP-1016,SQL,2025-10-17,2025-11-16,ACC-0113
LEAD-104286,2024-12-29,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-104287,2025-10-01,APAC,Webinar,CMP-1025,Lead,,,
LEAD-104288,2025-06-22,APAC,LinkedIn,CMP-1006,SQL,2025-06-25,2025-07-09,
LEAD-104289,2024-09-15,NA,Partners,CMP-1027,Lead,,,
LEAD-104290,2025-07-23,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104291,2024-01-06,NA,Display,CMP-1009,Lead,,,
LEAD-104292,2024-09-21,APAC,Webinar,CMP-1028,Lead,,,
LEAD-104293,2025-07-14,EMEA,Paid Search,CMP-1016,Lead,,,
LEAD-104294,2024-09-11,NA,LinkedIn,CMP-1017,MQL,2024-09-19,,ACC-0139
LEAD-104295,2024-03-06,APAC,Paid Search,CMP-1013,SQL,2024-03-10,2024-03-25,
LEAD-104296,2025-09-25,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104297,2024-06-23,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104298,2025-11-16,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104299,2025-02-21,APAC,LinkedIn,CMP-1010,SQL,2025-03-08,2025-03-11,ACC-0023
LEAD-104300,2025-06-25,NA,Paid Search,CMP-1014,SQL,2025-07-05,2025-07-10,ACC-0208
LEAD-104301,2024-02-11,NA,Partners,CMP-1027,Lead,,,
LEAD-104302,2025-10-08,APAC,Paid Search,CMP-1013,MQL,2025-10-21,,
LEAD-104303,2024-02-13,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-104304,2024-08-22,NA,LinkedIn,CMP-1024,Lead,,,
LEAD-104305,2024-12-14,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104306,2024-10-27,NA,Webinar,CMP-1007,Lead,,,
LEAD-104307,2024-01-24,APAC,Webinar,CMP-1022,SQL,2024-02-08,2024-02-20,
LEAD-104308,2025-06-09,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104309,2025-06-27,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104310,2024-01-24,APAC,Webinar,CMP-1025,SQL,2024-02-02,2024-03-09,
LEAD-104311,2025-06-15,APAC,LinkedIn,CMP-1006,Lead,,,
LEAD-104312,2024-10-09,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-104313,2024-05-17,EMEA,LinkedIn,CMP-1015,Lead,,,
LEAD-104314,2025-12-14,NA,Webinar,CMP-1002,Lead,,,
LEAD-104315,2024-12-14,NA,Webinar,CMP-1002,Lead,,,
LEAD-104316,2025-10-16,NA,Webinar,CMP-1002,Lead,,,
LEAD-104317,2024-10-25,EMEA,LinkedIn,CMP-1008,SQL,2024-11-07,2024-11-16,
LEAD-104318,2024-09-20,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104319,2025-12-26,NA,Display,CMP-1004,Lead,,,
LEAD-104320,2024-08-15,APAC,Paid Search,CMP-1026,SQL,2024-08-20,2024-09-23,ACC-0062
LEAD-104321,2024-05-06,NA,LinkedIn,CMP-1018,MQL,2024-05-15,,ACC-0094
LEAD-104322,2025-10-08,APAC,Webinar,CMP-1022,SQL,2025-10-22,2025-11-07,
LEAD-104323,2024-02-10,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-104324,2024-02-05,NA,LinkedIn,CMP-1024,SQL,2024-02-26,2024-03-18,ACC-0002
LEAD-104325,2024-12-01,APAC,Paid Search,CMP-1013,MQL,2024-12-16,,
LEAD-104326,2025-06-21,APAC,Paid Search,CMP-1029,MQL,2025-06-29,,
LEAD-104327,2024-01-31,EMEA,Partners,CMP-1019,MQL,2024-02-05,,ACC-0123
LEAD-104328,2025-09-03,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104329,2024-09-07,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-104330,2025-04-28,EMEA,Partners,CMP-1021,Lead,,,
LEAD-104331,2024-09-27,NA,LinkedIn,CMP-1024,MQL,2024-10-02,,
LEAD-104332,2025-03-01,APAC,LinkedIn,CMP-1030,MQL,2025-03-09,,ACC-0193
LEAD-104333,2025-09-16,APAC,Paid Search,CMP-1026,MQL,2025-09-20,,ACC-0171
LEAD-104334,2024-03-13,APAC,Paid Search,CMP-1026,MQL,2024-04-02,,ACC-0219
LEAD-104335,2025-07-06,APAC,LinkedIn,CMP-1010,SQL,2025-07-23,2025-08-06,
LEAD-104336,2025-08-23,APAC,Partners,CMP-1005,Lead,,,
LEAD-104337,2025-02-21,NA,Webinar,CMP-1007,MQL,2025-03-01,,
LEAD-104338,2025-06-01,APAC,Partners,CMP-1005,MQL,2025-06-13,,ACC-0194
LEAD-104339,2024-03-19,NA,Webinar,CMP-1003,Lead,,,
LEAD-104340,2024-02-07,EMEA,Webinar,CMP-1023,Lead,,,
LEAD-104341,2024-10-28,APAC,Partners,CMP-1005,Lead,,,
LEAD-104342,2025-02-21,NA,LinkedIn,CMP-1024,SQL,2025-02-23,2025-03-24,ACC-0187
LEAD-104343,2025-02-08,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104344,2024-02-17,NA,LinkedIn,CMP-1017,Lead,,,
LEAD-104345,2024-04-29,NA,LinkedIn,CMP-1024,MQL,2024-05-01,,
LEAD-104346,2024-07-16,APAC,Webinar,CMP-1028,Lead,,,
LEAD-104347,2025-06-16,APAC,Paid Search,CMP-1029,SQL,2025-07-07,2025-07-01,
LEAD-104348,2024-01-28,APAC,Paid Search,CMP-1013,MQL,2024-02-09,,
LEAD-104349,2024-08-05,NA,Display,CMP-1004,Lead,,,
LEAD-104350,2024-08-11,NA,Display,CMP-1009,Lead,,,
LEAD-104351,2024-12-30,NA,Webinar,CMP-1002,Lead,,,
LEAD-104352,2025-06-05,NA,LinkedIn,CMP-1018,MQL,2025-06-22,,
LEAD-104353,2025-05-11,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104354,2025-10-21,APAC,Paid Search,CMP-1029,SQL,2025-11-08,2025-11-16,ACC-0110
LEAD-104355,2024-02-11,NA,Display,CMP-1004,MQL,2024-02-13,,
LEAD-104356,2025-04-03,APAC,Webinar,CMP-1025,SQL,2025-04-20,2025-05-18,
LEAD-104357,2025-06-25,APAC,Partners,CMP-1005,Lead,,,
LEAD-104358,2024-08-05,EMEA,LinkedIn,CMP-1008,Lead,,,
LEAD-104359,2025-09-21,NA,LinkedIn,CMP-1024,SQL,2025-10-04,2025-10-29,
LEAD-104360,2024-01-19,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-104361,2025-06-03,EMEA,Partners,CMP-1012,Lead,,,
LEAD-104362,2025-08-17,EMEA,Webinar,CMP-1023,SQL,2025-09-06,2025-09-07,
LEAD-104363,2025-04-08,NA,Display,CMP-1009,Lead,,,
LEAD-104364,2024-06-18,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-104365,2025-12-24,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104366,2025-10-02,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104367,2025-08-09,APAC,Paid Search,CMP-1026,Lead,,,
LEAD-104368,2025-11-03,APAC,LinkedIn,CMP-1010,Lead,,,
LEAD-104369,2025-10-19,EMEA,Webinar,CMP-1020,Lead,,,
LEAD-104370,2025-11-23,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104371,2025-04-12,NA,Webinar,CMP-1003,Lead,,,
LEAD-104372,2024-10-29,APAC,Partners,CMP-1005,Lead,,,
LEAD-104373,2025-01-09,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104374,2025-08-05,EMEA,LinkedIn,CMP-1008,MQL,2025-08-16,,ACC-0215
LEAD-104375,2025-05-27,APAC,Paid Search,CMP-1029,MQL,2025-06-04,,
LEAD-104376,2024-07-13,NA,Display,CMP-1004,MQL,2024-07-22,,ACC-0170
LEAD-104377,2024-05-24,APAC,Webinar,CMP-1025,Lead,,,
LEAD-104378,2025-02-17,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104379,2024-02-26,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104380,2024-01-24,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104381,2025-02-11,EMEA,Partners,CMP-1021,MQL,2025-02-13,,
LEAD-104382,2024-06-27,NA,LinkedIn,CMP-1024,MQL,2024-07-06,,ACC-0128
LEAD-104383,2024-08-13,EMEA,Webinar,CMP-1011,Lead,,,
LEAD-104384,2025-09-08,APAC,LinkedIn,CMP-1030,Lead,,,
LEAD-104385,2024-09-06,APAC,Paid Search,CMP-1029,Lead,,,
LEAD-104386,2024-05-21,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104387,2024-01-18,NA,Partners,CMP-1027,Lead,,,
LEAD-104388,2024-10-18,NA,Partners,CMP-1027,SQL,2024-11-02,2024-11-04,
LEAD-104389,2025-12-12,EMEA,Partners,CMP-1019,Lead,,,
LEAD-104390,2024-12-15,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-104391,2024-05-30,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-104392,2025-01-02,NA,LinkedIn,CMP-1018,Lead,,,
LEAD-104393,2025-03-20,APAC,Webinar,CMP-1022,Lead,,,
LEAD-104394,2025-07-17,APAC,Paid Search,CMP-1013,Lead,,,
LEAD-104395,2024-12-18,NA,Paid Search,CMP-1014,Lead,,,
LEAD-104396,2024-08-09,APAC,LinkedIn,CMP-1001,Lead,,,
LEAD-104397,2025-03-12,NA,Display,CMP-1004,Lead,,,
LEAD-104398,2025-12-03,APAC,Paid Search,CMP-1029,SQL,2025-12-21,2026-01-02,ACC-0183
LEAD-104399,2024-05-03,NA,Display,CMP-1009,Lead,,,
LEAD-104400,2024-09-30,APAC,Paid Search,CMP-1013,Lead,,,
