shipment_id,ship_date,region,account_id,doctor_id,product_line,cases_shipped
SHP-303395,2025-07-23,NA,ACC-0010,DR-9988,Scanner,1
SHP-303396,2025-04-03,EMEA,ACC-0227,DR-9529,Clear Aligners,2
SHP-303397,2024-10-07,NA,ACC-0042,DR-9356,Clear Aligners,4
SHP-303398,2025-08-30,EMEA,ACC-0187,DR-9847,Clear Aligners,7
SHP-303399,2025-08-27,APAC,ACC-0017,DR-9152,Clear Aligners,4
SHP-303400,2024-06-27,APAC,ACC-0218,DR-9171,Clear Aligners,5
SHP-303401,2025-06-07,NA,ACC-0013,DR-9880,Clear Aligners,2
SHP-303402,2024-12-14,APAC,ACC-0243,DR-9910,Clear Aligners,3
SHP-303403,2024-08-24,EMEA,ACC-0242,DR-9837,Imaging,2
SHP-303404,2025-05-25,APAC,ACC-0171,DR-9066,Clear Aligners,5
SHP-303405,2025-01-29,APAC,ACC-0141,DR-9086,Clear Aligners,5
SHP-303406,2025-12-21,APAC,ACC-0098,DR-9869,Imaging,1
SHP-303407,2025-07-28,NA,ACC-0109,DR-9000,Scanner,2
SHP-303408,2024-10-28,EMEA,ACC-0135,DR-9908,Clear Aligners,3
SHP-303409,2024-02-08,EMEA,ACC-0091,DR-9206,Imaging,2
SHP-303410,2024-05-11,NA,ACC-0101,DR-9457,Clear Aligners,5
SHP-303411,2025-05-30,APAC,ACC-0024,DR-9190,Clear Aligners,4
SHP-303412,2025-04-04,NA,ACC-0223,DR-9998,Clear Aligners,7
SHP-303413,2025-12-20,NA,ACC-0096,DR-9948,Clear Aligners,4
SHP-303414,2024-05-13,APAC,ACC-0182,DR-9470,Scanner,2
SHP-303415,2024-01-26,APAC,ACC-0157,DR-9997,Clear Aligners,4
SHP-303416,2025-09-17,APAC,ACC-0086,DR-9703,Scanner,2
SHP-303417,2025-10-17,EMEA,ACC-0179,DR-9245,Clear Aligners,7
SHP-303418,2025-07-24,APAC,ACC-0025,DR-9596,Clear Aligners,1
SHP-303419,2025-03-12,EMEA,ACC-0236,DR-9485,Clear Aligners,5
SHP-303420,2024-03-17,EMEA,ACC-0084,DR-9607,Clear Aligners,5
SHP-303421,2025-10-21,APAC,ACC-0195,DR-9909,Clear Aligners,7
SHP-303422,2025-02-18,APAC,ACC-0057,DR-9249,Imaging,1
SHP-303423,2025-05-02,NA,ACC-0109,DR-9852,Clear Aligners,6
SHP-303424,2025-03-02,EMEA,ACC-0134,DR-9927,Scanner,2
SHP-303425,2024-12-28,EMEA,ACC-0028,DR-9493,Clear Aligners,8
SHP-303426,2025-05-08,EMEA,ACC-0058,DR-9910,Clear Aligners,6
SHP-303427,2025-07-30,APAC,ACC-0140,DR-9624,Clear Aligners,5
SHP-303428,2024-12-13,APAC,ACC-0197,DR-9423,Clear Aligners,2
SHP-303429,2025-07-02,EMEA,ACC-0137,DR-9951,Imaging,1
SHP-303430,2025-03-26,NA,ACC-0204,DR-9554,Clear Aligners,3
SHP-303431,2024-07-13,EMEA,ACC-0178,DR-9907,Scanner,2
SHP-303432,2024-02-08,APAC,ACC-0141,DR-9275,Clear Aligners,5
SHP-303433,2024-11-28,EMEA,ACC-0032,DR-9359,Clear Aligners,7
SHP-303434,2025-05-23,NA,ACC-0109,DR-9159,Clear Aligners,2
SHP-303435,2025-05-05,APAC,ACC-0020,DR-9177,Scanner,2
SHP-303436,2025-08-24,NA,ACC-0073,DR-9934,Clear Aligners,2
SHP-303437,2025-02-11,EMEA,ACC-0026,DR-9740,Scanner,1
SHP-303438,2024-08-27,EMEA,ACC-0219,DR-9420,Clear Aligners,4
SHP-303439,2024-06-14,APAC,ACC-0169,DR-9002,Clear Aligners,4
SHP-303440,2025-06-04,EMEA,ACC-0248,DR-9743,Imaging,1
SHP-303441,2024-11-07,EMEA,ACC-0028,DR-9261,Clear Aligners,2
SHP-303442,2025-10-02,EMEA,ACC-0038,DR-9625,Clear Aligners,1
SHP-303443,2025-06-08,NA,ACC-0130,DR-9326,Clear Aligners,6
SHP-303444,2024-05-03,EMEA,ACC-0040,DR-9423,Clear Aligners,2
SHP-303445,2025-09-21,EMEA,ACC-0250,DR-9473,Scanner,1
SHP-303446,2025-05-22,EMEA,ACC-0067,DR-9764,Scanner,1
SHP-303447,2025-10-01,NA,ACC-0076,DR-9694,Scanner,1
SHP-303448,2024-08-28,EMEA,ACC-0146,DR-9311,Clear Aligners,1
SHP-303449,2024-06-19,NA,ACC-0166,DR-9813,Clear Aligners,6
SHP-303450,2025-08-25,APAC,ACC-0183,DR-9367,Clear Aligners,1
SHP-303451,2024-03-08,APAC,ACC-0072,DR-9413,Scanner,2
SHP-303452,2025-04-04,NA,ACC-0161,DR-9327,Clear Aligners,8
SHP-303453,2024-11-04,NA,ACC-0066,DR-9217,Clear Aligners,3
SHP-303454,2025-07-22,EMEA,ACC-0122,DR-9011,Clear Aligners,8
SHP-303455,2025-11-16,NA,ACC-0042,DR-9003,Clear Aligners,6
SHP-303456,2025-02-07,NA,ACC-0076,DR-9910,Clear Aligners,6
SHP-303457,2024-11-18,APAC,ACC-0048,DR-9535,Clear Aligners,5
SHP-303458,2024-04-28,APAC,ACC-0102,DR-9414,Clear Aligners,1
SHP-303459,2024-01-30,APAC,ACC-0240,DR-9950,Clear Aligners,7
SHP-303460,2024-04-29,APAC,ACC-0025,DR-9997,Clear Aligners,2
SHP-303461,2025-11-06,APAC,ACC-0012,DR-9081,Clear Aligners,8
SHP-303462,2025-01-22,NA,ACC-0130,DR-9823,Clear Aligners,3
SHP-303463,2024-10-27,NA,ACC-0156,DR-9383,Clear Aligners,7
SHP-303464,2025-09-07,APAC,ACC-0074,DR-9604,Clear Aligners,2
SHP-303465,2025-06-06,APAC,ACC-0160,DR-9218,Clear Aligners,4
SHP-303466,2025-12-08,EMEA,ACC-0198,DR-9836,Scanner,2
SHP-303467,2025-09-26,EMEA,ACC-0035,DR-9336,Imaging,2
SHP-303468,2024-12-06,EMEA,ACC-0018,DR-9370,Scanner,2
SHP-303469,2025-02-06,APAC,ACC-0201,DR-9393,Scanner,1
SHP-303470,2024-10-01,NA,ACC-0239,DR-9184,Scanner,2
SHP-303471,2024-01-22,EMEA,ACC-0067,DR-9241,Clear Aligners,3
SHP-303472,2025-10-06,APAC,ACC-0074,DR-9721,Clear Aligners,7
SHP-303473,2025-08-25,APAC,ACC-0095,DR-9743,Clear Aligners,1
SHP-303474,2025-07-13,APAC,ACC-0218,DR-9875,Clear Aligners,2
SHP-303475,2025-06-10,APAC,ACC-0083,DR-9327,Clear Aligners,1
SHP-303476,2024-10-22,EMEA,ACC-0234,DR-9654,Clear Aligners,1
SHP-303477,2024-07-16,EMEA,ACC-0154,DR-9228,Clear Aligners,5
SHP-303478,2025-06-23,APAC,ACC-0196,DR-9341,Clear Aligners,2
SHP-303479,2024-05-21,NA,ACC-0202,DR-9399,Scanner,1
SHP-303480,2025-07-31,NA,ACC-0068,DR-9887,Scanner,2
SHP-303481,2025-09-19,NA,ACC-0177,DR-9168,Clear Aligners,3
SHP-303482,2025-11-01,EMEA,ACC-0035,DR-9621,Clear Aligners,4
SHP-303483,2024-01-23,EMEA,ACC-0134,DR-9704,Clear Aligners,5
SHP-303484,2024-10-28,EMEA,ACC-0162,DR-9962,Clear Aligners,2
SHP-303485,2025-12-03,EMEA,ACC-0142,DR-9810,Clear Aligners,4
SHP-303486,2024-10-08,APAC,ACC-0140,DR-9730,Imaging,2
SHP-303487,2024-12-04,EMEA,ACC-0207,DR-9621,Scanner,1
SHP-303488,2024-02-11,NA,ACC-0093,DR-9350,Clear Aligners,7
SHP-303489,2025-01-31,APAC,ACC-0104,DR-9873,Scanner,2
SHP-303490,2024-05-14,APAC,ACC-0105,DR-9058,Imaging,2
SHP-303491,2025-10-18,EMEA,ACC-0021,DR-9429,Clear Aligners,6
SHP-303492,2025-04-02,APAC,ACC-0232,DR-9998,Scanner,1
SHP-303493,2025-03-28,APAC,ACC-0237,DR-9662,Clear Aligners,6
SHP-303494,2024-04-21,NA,ACC-0027,DR-9053,Imaging,2
SHP-303495,2024-04-11,APAC,ACC-0237,DR-9497,Clear Aligners,8
SHP-303496,2025-05-09,APAC,ACC-0171,DR-9498,Imaging,2
SHP-303497,2025-08-16,NA,ACC-0202,DR-9659,Clear Aligners,4
SHP-303498,2024-05-11,EMEA,ACC-0148,DR-9135,Clear Aligners,5
SHP-303499,2025-09-07,APAC,ACC-0106,DR-9223,Clear Aligners,8
SHP-303500,2024-03-22,APAC,ACC-0003,DR-9482,Clear Aligners,6
SHP-303501,2024-12-02,EMEA,ACC-0056,DR-9596,Scanner,1
SHP-303502,2024-05-15,NA,ACC-0126,DR-9619,Clear Aligners,5
SHP-303503,2024-12-08,APAC,ACC-0082,DR-9024,Clear Aligners,3
SHP-303504,2025-07-05,NA,ACC-0075,DR-9904,Clear Aligners,5
SHP-303505,2024-11-01,EMEA,ACC-0085,DR-9947,Clear Aligners,3
SHP-303506,2025-01-21,APAC,ACC-0141,DR-9457,Scanner,2
SHP-303507,2025-08-08,NA,ACC-0079,DR-9123,Clear Aligners,4
SHP-303508,2025-11-22,EMEA,ACC-0080,DR-9498,Clear Aligners,5
SHP-303509,2025-07-13,APAC,ACC-0054,DR-9861,Clear Aligners,7
SHP-303510,2025-09-08,EMEA,ACC-0119,DR-9531,Scanner,2
SHP-303511,2025-06-14,NA,ACC-0192,DR-9578,Clear Aligners,2
SHP-303512,2024-10-31,APAC,ACC-0019,DR-9709,Clear Aligners,4
SHP-303513,2024-11-27,EMEA,ACC-0062,DR-9763,Clear Aligners,5
SHP-303514,2025-09-16,NA,ACC-0149,DR-9288,Clear Aligners,5
SHP-303515,2024-09-23,EMEA,ACC-0044,DR-9190,Clear Aligners,8
SHP-303516,2024-02-24,NA,ACC-0036,DR-9370,Clear Aligners,5
SHP-303517,2024-10-06,APAC,ACC-0216,DR-9154,Clear Aligners,8
SHP-303518,2025-07-28,NA,ACC-0204,DR-9062,Clear Aligners,6
SHP-303519,2024-09-15,EMEA,ACC-0062,DR-9664,Clear Aligners,3
SHP-303520,2025-07-16,EMEA,ACC-0143,DR-9926,Clear Aligners,1
SHP-303521,2025-04-12,NA,ACC-0092,DR-9092,Clear Aligners,4
SHP-303522,2025-09-17,NA,ACC-0202,DR-9258,Clear Aligners,7
SHP-303523,2024-01-08,APAC,ACC-0083,DR-9559,Clear Aligners,3
SHP-303524,2025-07-26,NA,ACC-0226,DR-9031,Imaging,1
SHP-303525,2024-11-17,APAC,ACC-0216,DR-9972,Clear Aligners,2
SHP-303526,2025-11-23,APAC,ACC-0215,DR-9573,Imaging,2
SHP-303527,2025-07-01,APAC,ACC-0025,DR-9470,Clear Aligners,1
SHP-303528,2025-04-25,APAC,ACC-0237,DR-9108,Clear Aligners,4
SHP-303529,2025-08-12,EMEA,ACC-0026,DR-9639,Clear Aligners,4
SHP-303530,2025-09-07,NA,ACC-0230,DR-9330,Clear Aligners,7
SHP-303531,2025-04-07,EMEA,ACC-0033,DR-9952,Scanner,2
SHP-303532,2025-12-09,NA,ACC-0066,DR-9791,Scanner,2
SHP-303533,2024-09-07,EMEA,ACC-0250,DR-9490,Clear Aligners,8
SHP-303534,2024-03-09,EMEA,ACC-0058,DR-9185,Clear Aligners,7
SHP-303535,2025-02-20,APAC,ACC-0045,DR-9752,Clear Aligners,7
SHP-303536,2024-03-12,EMEA,ACC-0179,DR-9238,Clear Aligners,4
SHP-303537,2025-07-29,EMEA,ACC-0028,DR-9810,Clear Aligners,2
SHP-303538,2024-09-04,APAC,ACC-0232,DR-9202,Clear Aligners,3
SHP-303539,2025-02-23,APAC,ACC-0025,DR-9701,Clear Aligners,7
SHP-303540,2024-11-06,APAC,ACC-0216,DR-9258,Clear Aligners,7
SHP-303541,2025-02-10,EMEA,ACC-0033,DR-9844,Clear Aligners,5
SHP-303542,2025-08-03,APAC,ACC-0020,DR-9031,Clear Aligners,6
SHP-303543,2024-08-18,NA,ACC-0073,DR-9275,Clear Aligners,4
SHP-303544,2024-09-19,EMEA,ACC-0154,DR-9665,Imaging,2
SHP-303545,2024-10-21,NA,ACC-0192,DR-9111,Clear Aligners,8
SHP-303546,2025-01-24,APAC,ACC-0218,DR-9926,Clear Aligners,1
SHP-303547,2024-03-19,NA,ACC-0022,DR-9884,Clear Aligners,4
SHP-303548,2024-09-17,NA,ACC-0149,DR-9167,Imaging,1
SHP-303549,2024-01-25,NA,ACC-0211,DR-9603,Scanner,1
SHP-303550,2024-01-20,EMEA,ACC-0069,DR-9879,Clear Aligners,7
SHP-303551,2024-11-25,APAC,ACC-0057,DR-9648,Clear Aligners,6
SHP-303552,2025-02-12,APAC,ACC-0196,DR-9633,Clear Aligners,7
SHP-303553,2025-09-05,APAC,ACC-0197,DR-9949,Clear Aligners,2
SHP-303554,2025-09-07,NA,ACC-0191,DR-9223,Clear Aligners,4
SHP-303555,2024-04-01,EMEA,ACC-0026,DR-9323,Scanner,1
SHP-303556,2024-11-03,EMEA,ACC-0148,DR-9278,Clear Aligners,2
SHP-303557,2024-11-16,APAC,ACC-0116,DR-9334,Clear Aligners,5
SHP-303558,2025-12-12,EMEA,ACC-0213,DR-9473,Scanner,2
SHP-303559,2025-06-13,APAC,ACC-0182,DR-9865,Clear Aligners,2
SHP-303560,2025-10-29,APAC,ACC-0024,DR-9491,Scanner,2
SHP-303561,2025-08-07,NA,ACC-0192,DR-9202,Clear Aligners,4
SHP-303562,2024-08-19,NA,ACC-0076,DR-9336,Clear Aligners,7
SHP-303563,2025-09-22,APAC,ACC-0050,DR-9158,Clear Aligners,1
SHP-303564,2024-04-05,EMEA,ACC-0242,DR-9262,Clear Aligners,6
SHP-303565,2025-04-03,EMEA,ACC-0033,DR-9387,Clear Aligners,2
SHP-303566,2025-02-28,NA,ACC-0013,DR-9734,Scanner,1
SHP-303567,2025-08-12,NA,ACC-0203,DR-9935,Scanner,2
SHP-303568,2024-02-24,EMEA,ACC-0033,DR-9288,Clear Aligners,2
SHP-303569,2024-01-15,EMEA,ACC-0222,DR-9547,Clear Aligners,5
SHP-303570,2024-03-05,EMEA,ACC-0067,DR-9960,Clear Aligners,8
SHP-303571,2024-09-08,NA,ACC-0027,DR-9653,Clear Aligners,7
SHP-303572,2025-01-12,EMEA,ACC-0021,DR-9217,Scanner,2
SHP-303573,2025-10-11,EMEA,ACC-0038,DR-9378,Imaging,2
SHP-303574,2024-10-15,APAC,ACC-0237,DR-9065,Clear Aligners,3
SHP-303575,2025-11-05,APAC,ACC-0165,DR-9225,Scanner,2
SHP-303576,2025-02-25,EMEA,ACC-0062,DR-9177,Clear Aligners,7
SHP-303577,2024-09-23,APAC,ACC-0182,DR-9053,Clear Aligners,2
SHP-303578,2025-09-08,APAC,ACC-0045,DR-9771,Imaging,1
SHP-303579,2025-12-23,NA,ACC-0030,DR-9919,Imaging,1
SHP-303580,2024-11-03,NA,ACC-0114,DR-9847,Clear Aligners,6
SHP-303581,2024-08-05,APAC,ACC-0183,DR-9834,Clear Aligners,5
SHP-303582,2024-07-03,NA,ACC-0103,DR-9732,Clear Aligners,7
SHP-303583,2024-05-08,EMEA,ACC-0044,DR-9545,Scanner,2
SHP-303584,2025-10-24,NA,ACC-0093,DR-9710,Clear Aligners,2
SHP-303585,2024-09-11,APAC,ACC-0086,DR-9518,Scanner,2
SHP-303586,2025-12-29,APAC,ACC-0094,DR-9341,Clear Aligners,2
SHP-303587,2024-09-07,NA,ACC-0238,DR-9263,Clear Aligners,1
SHP-303588,2025-04-19,APAC,ACC-0097,DR-9633,Clear Aligners,2
SHP-303589,2025-05-30,APAC,ACC-0237,DR-9324,Scanner,1
SHP-303590,2025-01-18,EMEA,ACC-0108,DR-9548,Clear Aligners,3
SHP-303591,2025-11-16,NA,ACC-0153,DR-9776,Clear Aligners,6
SHP-303592,2025-11-18,EMEA,ACC-0088,DR-9787,Imaging,2
SHP-303593,2025-03-03,EMEA,ACC-0138,DR-9079,Clear Aligners,3
SHP-303594,2024-03-01,APAC,ACC-0007,DR-9023,Clear Aligners,7
SHP-303595,2024-04-21,NA,ACC-0226,DR-9969,Clear Aligners,6
SHP-303596,2025-08-29,APAC,ACC-0007,DR-9654,Clear Aligners,8
SHP-303597,2024-06-08,EMEA,ACC-0124,DR-9809,Clear Aligners,1
SHP-303598,2024-08-25,APAC,ACC-0008,DR-9547,Clear Aligners,5
SHP-303599,2025-01-22,NA,ACC-0114,DR-9989,Clear Aligners,5
SHP-303600,2024-10-04,EMEA,ACC-0180,DR-9776,Scanner,1
SHP-303601,2025-07-14,APAC,ACC-0111,DR-9328,Clear Aligners,5
SHP-303602,2025-11-19,NA,ACC-0078,DR-9598,Clear Aligners,3
SHP-303603,2024-08-03,EMEA,ACC-0115,DR-9363,Clear Aligners,1
SHP-303604,2025-04-28,APAC,ACC-0182,DR-9248,Clear Aligners,1
SHP-303605,2024-12-16,NA,ACC-0092,DR-9595,Clear Aligners,1
SHP-303606,2024-02-08,EMEA,ACC-0148,DR-9278,Clear Aligners,4
SHP-303607,2024-07-09,EMEA,ACC-0063,DR-9162,Clear Aligners,7
SHP-303608,2024-05-25,APAC,ACC-0169,DR-9338,Clear Aligners,6
SHP-303609,2025-12-27,APAC,ACC-0050,DR-9354,Clear Aligners,7
SHP-303610,2024-05-31,NA,ACC-0223,DR-9308,Scanner,2
SHP-303611,2025-01-15,EMEA,ACC-0004,DR-9353,Clear Aligners,8
SHP-303612,2025-07-13,APAC,ACC-0116,DR-9854,Clear Aligners,4
SHP-303613,2025-08-31,APAC,ACC-0157,DR-9594,Clear Aligners,5
SHP-303614,2024-07-31,APAC,ACC-0243,DR-9592,Clear Aligners,6
SHP-303615,2024-03-22,APAC,ACC-0077,DR-9516,Imaging,2
SHP-303616,2025-03-31,APAC,ACC-0197,DR-9543,Clear Aligners,3
SHP-303617,2025-06-26,NA,ACC-0114,DR-9015,Imaging,2
SHP-303618,2025-05-08,APAC,ACC-0121,DR-9889,Clear Aligners,4
SHP-303619,2025-09-10,APAC,ACC-0098,DR-9203,Clear Aligners,1
SHP-303620,2025-11-29,APAC,ACC-0197,DR-9574,Scanner,2
SHP-303621,2025-01-05,NA,ACC-0006,DR-9602,Clear Aligners,5
SHP-303622,2025-02-17,APAC,ACC-0174,DR-9650,Scanner,1
SHP-303623,2025-04-06,APAC,ACC-0159,DR-9349,Scanner,2
SHP-303624,2024-06-10,NA,ACC-0224,DR-9695,Clear Aligners,7
SHP-303625,2025-10-17,EMEA,ACC-0040,DR-9917,Clear Aligners,4
SHP-303626,2024-06-09,APAC,ACC-0102,DR-9961,Clear Aligners,8
SHP-303627,2024-12-31,NA,ACC-0092,DR-9842,Clear Aligners,6
SHP-303628,2024-02-24,EMEA,ACC-0080,DR-9565,Scanner,1
SHP-303629,2025-11-11,NA,ACC-0103,DR-9497,Clear Aligners,6
SHP-303630,2025-11-09,EMEA,ACC-0128,DR-9046,Imaging,2
SHP-303631,2025-02-13,EMEA,ACC-0128,DR-9599,Scanner,1
SHP-303632,2025-04-18,APAC,ACC-0136,DR-9213,Imaging,1
SHP-303633,2025-10-09,EMEA,ACC-0044,DR-9265,Clear Aligners,5
SHP-303634,2025-05-06,APAC,ACC-0157,DR-9194,Imaging,1
SHP-303635,2024-02-12,EMEA,ACC-0210,DR-9644,Clear Aligners,5
SHP-303636,2024-10-02,APAC,ACC-0170,DR-9489,Clear Aligners,4
SHP-303637,2025-10-12,APAC,ACC-0045,DR-9495,Clear Aligners,2
SHP-303638,2025-07-08,NA,ACC-0228,DR-9766,Clear Aligners,1
SHP-303639,2024-05-03,EMEA,ACC-0039,DR-9059,Clear Aligners,4
SHP-303640,2025-02-11,EMEA,ACC-0053,DR-9184,Clear Aligners,2
SHP-303641,2025-02-08,NA,ACC-0158,DR-9645,Clear Aligners,5
SHP-303642,2024-05-08,EMEA,ACC-0129,DR-9084,Scanner,2
SHP-303643,2025-03-01,APAC,ACC-0205,DR-9281,Clear Aligners,8
SHP-303644,2024-03-08,APAC,ACC-0174,DR-9500,Imaging,1
SHP-303645,2024-12-20,NA,ACC-0076,DR-9349,Clear Aligners,7
SHP-303646,2025-01-10,APAC,ACC-0001,DR-9717,Clear Aligners,1
SHP-303647,2025-07-10,EMEA,ACC-0178,DR-9976,Clear Aligners,4
SHP-303648,2024-01-12,NA,ACC-0202,DR-9077,Clear Aligners,7
SHP-303649,2024-03-22,NA,ACC-0156,DR-9537,Clear Aligners,4
SHP-303650,2024-07-01,NA,ACC-0071,DR-9162,Clear Aligners,1
SHP-303651,2024-03-01,EMEA,ACC-0100,DR-9504,Scanner,2
SHP-303652,2024-03-12,NA,ACC-0055,DR-9392,Scanner,2
SHP-303653,2025-12-29,NA,ACC-0226,DR-9215,Clear Aligners,1
SHP-303654,2025-07-17,EMEA,ACC-0138,DR-9822,Clear Aligners,5
SHP-303655,2024-05-31,APAC,ACC-0165,DR-9679,Clear Aligners,4
SHP-303656,2024-04-08,EMEA,ACC-0032,DR-9143,Clear Aligners,4
SHP-303657,2024-05-13,NA,ACC-0103,DR-9307,Scanner,2
SHP-303658,2024-09-15,NA,ACC-0092,DR-9485,Imaging,1
SHP-303659,2024-02-09,NA,ACC-0099,DR-9809,Clear Aligners,7
SHP-303660,2024-03-03,EMEA,ACC-0164,DR-9982,Clear Aligners,4
SHP-303661,2025-05-18,APAC,ACC-0098,DR-9541,Imaging,1
SHP-303662,2024-03-15,EMEA,ACC-0127,DR-9556,Clear Aligners,2
SHP-303663,2024-02-10,NA,ACC-0156,DR-9164,Clear Aligners,1
SHP-303664,2025-05-30,APAC,ACC-0105,DR-9482,Clear Aligners,1
SHP-303665,2024-04-17,EMEA,ACC-0120,DR-9467,Clear Aligners,1
SHP-303666,2024-12-19,EMEA,ACC-0178,DR-9277,Scanner,2
SHP-303667,2025-10-15,APAC,ACC-0097,DR-9438,Scanner,2
SHP-303668,2025-07-06,NA,ACC-0156,DR-9465,Clear Aligners,6
SHP-303669,2025-04-05,EMEA,ACC-0236,DR-9907,Clear Aligners,4
SHP-303670,2024-08-18,EMEA,ACC-0122,DR-9472,Clear Aligners,6
SHP-303671,2025-10-10,NA,ACC-0230,DR-9745,Clear Aligners,5
SHP-303672,2025-05-15,NA,ACC-0228,DR-9085,Imaging,1
SHP-303673,2025-08-20,EMEA,ACC-0053,DR-9733,Scanner,1
SHP-303674,2025-05-09,NA,ACC-0151,DR-9552,Clear Aligners,7
SHP-303675,2024-11-18,EMEA,ACC-0181,DR-9789,Clear Aligners,1
SHP-303676,2025-07-04,NA,ACC-0042,DR-9323,Clear Aligners,4
SHP-303677,2024-07-17,NA,ACC-0006,DR-9217,Clear Aligners,1
SHP-303678,2024-09-27,NA,ACC-0239,DR-9557,Clear Aligners,3
SHP-303679,2024-01-27,EMEA,ACC-0039,DR-9869,Scanner,1
SHP-303680,2024-01-03,NA,ACC-0075,DR-9402,Clear Aligners,8
SHP-303681,2024-12-23,EMEA,ACC-0044,DR-9457,Clear Aligners,6
SHP-303682,2024-07-26,EMEA,ACC-0225,DR-9794,Scanner,2
SHP-303683,2024-10-24,EMEA,ACC-0127,DR-9091,Scanner,2
SHP-303684,2024-08-03,APAC,ACC-0019,DR-9349,Clear Aligners,2
SHP-303685,2024-04-16,EMEA,ACC-0163,DR-9838,Clear Aligners,3
SHP-303686,2025-10-11,EMEA,ACC-0053,DR-9197,Clear Aligners,6
SHP-303687,2025-06-03,NA,ACC-0156,DR-9486,Clear Aligners,3
SHP-303688,2025-02-01,APAC,ACC-0104,DR-9701,Imaging,1
SHP-303689,2024-01-30,NA,ACC-0158,DR-9928,Clear Aligners,1
SHP-303690,2024-09-21,NA,ACC-0238,DR-9996,Clear Aligners,1
SHP-303691,2025-07-02,EMEA,ACC-0146,DR-9527,Scanner,2
SHP-303692,2025-12-12,EMEA,ACC-0062,DR-9170,Clear Aligners,6
SHP-303693,2025-05-29,EMEA,ACC-0187,DR-9311,Clear Aligners,4
SHP-303694,2024-03-02,APAC,ACC-0243,DR-9326,Clear Aligners,8
SHP-303695,2025-05-10,APAC,ACC-0174,DR-9102,Clear Aligners,3
SHP-303696,2025-03-31,NA,ACC-0078,DR-9414,Clear Aligners,2
SHP-303697,2024-01-01,NA,ACC-0203,DR-9921,Clear Aligners,2
SHP-303698,2025-11-06,APAC,ACC-0046,DR-9425,Scanner,2
SHP-303699,2024-08-26,EMEA,ACC-0018,DR-9131,Imaging,1
SHP-303700,2024-12-07,EMEA,ACC-0004,DR-9428,Clear Aligners,8
SHP-303701,2024-07-25,EMEA,ACC-0180,DR-9462,Scanner,1
SHP-303702,2024-03-15,APAC,ACC-0196,DR-9783,Clear Aligners,1
SHP-303703,2025-02-08,NA,ACC-0156,DR-9538,Clear Aligners,7
SHP-303704,2024-10-07,EMEA,ACC-0213,DR-9755,Clear Aligners,5
SHP-303705,2024-04-13,APAC,ACC-0249,DR-9907,Clear Aligners,4
SHP-303706,2024-12-24,APAC,ACC-0029,DR-9860,Scanner,2
SHP-303707,2025-03-13,NA,ACC-0114,DR-9343,Clear Aligners,4
SHP-303708,2025-10-13,APAC,ACC-0105,DR-9190,Clear Aligners,6
SHP-303709,2024-06-25,APAC,ACC-0232,DR-9454,Clear Aligners,7
SHP-303710,2025-07-05,APAC,ACC-0118,DR-9583,Clear Aligners,8
SHP-303711,2025-05-08,EMEA,ACC-0128,DR-9226,Scanner,2
SHP-303712,2024-03-31,EMEA,ACC-0091,DR-9922,Clear Aligners,7
SHP-303713,2024-02-04,APAC,ACC-0195,DR-9164,Clear Aligners,4
SHP-303714,2025-11-03,NA,ACC-0161,DR-9848,Clear Aligners,1
SHP-303715,2024-04-12,APAC,ACC-0098,DR-9741,Clear Aligners,1
SHP-303716,2025-09-21,EMEA,ACC-0039,DR-9661,Clear Aligners,1
SHP-303717,2025-11-26,NA,ACC-0185,DR-9661,Clear Aligners,2
SHP-303718,2024-12-25,EMEA,ACC-0035,DR-9786,Clear Aligners,2
SHP-303719,2025-09-27,EMEA,ACC-0053,DR-9389,Clear Aligners,4
SHP-303720,2024-05-24,NA,ACC-0239,DR-9666,Clear Aligners,5
SHP-303721,2025-05-14,NA,ACC-0002,DR-9154,Imaging,2
SHP-303722,2025-08-28,NA,ACC-0230,DR-9718,Clear Aligners,2
SHP-303723,2025-01-05,NA,ACC-0052,DR-9657,Clear Aligners,6
SHP-303724,2025-12-04,EMEA,ACC-0162,DR-9879,Clear Aligners,4
SHP-303725,2024-08-23,APAC,ACC-0229,DR-9517,Scanner,2
SHP-303726,2024-04-03,APAC,ACC-0136,DR-9946,Clear Aligners,1
SHP-303727,2025-03-20,EMEA,ACC-0206,DR-9752,Clear Aligners,2
SHP-303728,2024-11-24,APAC,ACC-0171,DR-9746,Clear Aligners,7
SHP-303729,2025-02-11,APAC,ACC-0054,DR-9848,Clear Aligners,4
SHP-303730,2024-01-28,APAC,ACC-0045,DR-9589,Imaging,1
SHP-303731,2024-12-25,EMEA,ACC-0062,DR-9654,Imaging,1
SHP-303732,2024-09-26,NA,ACC-0103,DR-9280,Imaging,1
SHP-303733,2025-02-21,EMEA,ACC-0004,DR-9445,Clear Aligners,1
SHP-303734,2025-12-10,EMEA,ACC-0035,DR-9534,Imaging,2
SHP-303735,2025-03-29,EMEA,ACC-0227,DR-9941,Clear Aligners,4
SHP-303736,2024-10-18,EMEA,ACC-0060,DR-9301,Clear Aligners,5
SHP-303737,2024-04-06,APAC,ACC-0195,DR-9474,Clear Aligners,7
SHP-303738,2024-05-27,APAC,ACC-0221,DR-9549,Clear Aligners,8
SHP-303739,2024-10-24,NA,ACC-0016,DR-9632,Clear Aligners,7
SHP-303740,2024-10-19,APAC,ACC-0007,DR-9133,Clear Aligners,4
SHP-303741,2024-05-23,APAC,ACC-0094,DR-9241,Clear Aligners,5
